name,oracle_text,oracleid,tag,type_line
Pongify,Destroy target creature. It can't be regenerated. Its controller creates a 3/3 green Ape creature token.,05849bd6-8f38-4031-be2b-e2aa03beb8cc,removal,Instant
Porphyry Nodes,"At the beginning of your upkeep, destroy the creature with the least power. It can't be regenerated. If two or more creatures are tied for least power, you choose one of them.
When there are no creatures on the battlefield, sacrifice Porphyry Nodes.",7cfeb732-8a35-4a1f-a417-11db4c1499fd,removal,Enchantment
Portal of Sanctuary,"{1}, {T}: Return target creature you control and each Aura attached to it to their owners' hands. Activate this ability only during your turn.",c30491b5-08fe-4694-9ac8-53be7b4b92ce,removal,Artifact
Possessed Aven,"Flying
Threshold — As long as seven or more cards are in your graveyard, Possessed Aven gets +1/+1, is black, and has ""{2}{B}, {T}: Destroy target blue creature.""",1a5f1670-3e71-4379-90ee-a883c8dc6070,removal,Creature — Bird Soldier Horror
Possessed Barbarian,"First strike
Threshold — As long as seven or more cards are in your graveyard, Possessed Barbarian gets +1/+1, is black, and has ""{2}{B}, {T}: Destroy target red creature.""",ee51365b-9f36-44a7-8706-ae5b2f86bd29,removal,Creature — Human Barbarian Horror
Possessed Centaur,"Trample
Threshold — As long as seven or more cards are in your graveyard, Possessed Centaur gets +1/+1, is black, and has ""{2}{B}, {T}: Destroy target green creature.""",2fd1707b-917c-4842-a5c6-dfffbedcf918,removal,Creature — Centaur Horror
Possessed Nomad,"Vigilance
Threshold — As long as seven or more cards are in your graveyard, Possessed Nomad gets +1/+1, is black, and has ""{2}{B}, {T}: Destroy target white creature.""",9bf9870e-32a3-494c-bd42-f9f013463619,removal,Creature — Human Nomad Horror
"Predator, Flagship","{2}: Target creature gains flying until end of turn.
{5}, {T}: Destroy target creature with flying.",647c1339-9508-4bb9-8e77-ebc3dfdf4069,removal,Legendary Artifact
Predatory Nightstalker,"When Predatory Nightstalker enters the battlefield, you may have target opponent sacrifice a creature.",9d2ad65f-fba0-45e9-a5e6-bec63a9db979,removal,Creature — Nightstalker
Predatory Urge,"Enchant creature
Enchanted creature has ""{T}: This creature deals damage equal to its power to target creature. That creature deals damage equal to its power to this creature.""",f6175cca-0e19-4db8-a175-3369fb650f24,removal,Enchantment — Aura
Premature Burial,Destroy target nonblack creature that entered the battlefield since your last turn ended.,78d47e49-42bf-404d-b47b-3fbea765ca9a,removal,Sorcery
Prey Upon,Target creature you control fights target creature you don't control. (Each deals damage equal to its power to the other.),b3c12848-528d-4005-878f-4f950a07240a,removal,Sorcery
Price of Betrayal,"Remove up to five counters from target artifact, creature, planeswalker, or opponent.",43a2bfe4-9705-4d0f-901a-21f9803b50f1,removal,Sorcery
Priest of Iroas,"{3}{W}, Sacrifice Priest of Iroas: Destroy target enchantment.",706f7d56-f4da-48ba-ac94-fc09580beec7,removal,Creature — Human Cleric
Primitive Justice,"As an additional cost to cast this spell, you may pay {1}{R} and/or {1}{G} any number of times.
Destroy target artifact. For each additional {1}{R} you paid, destroy another target artifact. For each additional {1}{G} you paid, destroy another target artifact, and you gain 1 life.",cf38ac6e-e370-4ca5-90cd-26a1b812c63a,removal,Sorcery
Prison Realm,"When Prison Realm enters the battlefield, exile target creature or planeswalker an opponent controls until Prison Realm leaves the battlefield.
When Prison Realm enters the battlefield, scry 1.",808a8491-2966-4388-8590-a46ba147f65a,removal,Enchantment
Prison Term,"Enchant creature
Enchanted creature can't attack or block, and its activated abilities can't be activated.
Whenever a creature enters the battlefield under an opponent's control, you may attach Prison Term to that creature.",31caa417-12f7-468b-9f3a-ccfb80e5bc2f,removal,Enchantment — Aura
Processor Assault,"Devoid (This card has no color.)
As an additional cost to cast this spell, put a card an opponent owns from exile into that player's graveyard.
Processor Assault deals 5 damage to target creature.",e773258a-e59b-4e5f-b4e1-4f95cb11a39f,removal,Sorcery
Prodigal Sorcerer,{T}: Prodigal Sorcerer deals 1 damage to any target.,5e961d15-5972-4e4b-9385-1cd7cd7c6bbe,removal,Creature — Human Wizard
Profane Command,"Choose two —
• Target player loses X life.
• Return target creature card with converted mana cost X or less from your graveyard to the battlefield.
• Target creature gets -X/-X until end of turn.
• Up to X target creatures gain fear until end of turn. (They can't be blocked except by artifact creatures and/or black creatures.)",6f9ecfc4-85bd-4171-9031-dbe0e39e0135,removal,Sorcery
Proteus Staff,"{2}{U}, {T}: Put target creature on the bottom of its owner's library. That creature's controller reveals cards from the top of their library until they reveal a creature card. The player puts that card onto the battlefield and the rest on the bottom of their library in any order. Activate this ability only any time you could cast a sorcery.",97024e8e-dfde-4769-bc27-c3d6fad19e7c,removal,Artifact
Provoke,"Untap target creature you don't control. That creature blocks this turn if able.
Draw a card.",731821b1-89fd-4166-94b8-35a1364e4d9d,removal,Instant
Prowling Pangolin,"When Prowling Pangolin enters the battlefield, any player may sacrifice two creatures. If a player does, sacrifice Prowling Pangolin.",92042cad-09f5-464f-85ad-baad27e6d1eb,removal,Creature — Pangolin Beast
Public Execution,Destroy target creature an opponent controls. Each other creature that player controls gets -2/-0 until end of turn.,6125f993-970c-469a-b557-23d4dc6684f4,removal,Instant
Puncturing Blow,"Puncturing Blow deals 5 damage to target creature. If that creature would die this turn, exile it instead.",1128d2ab-0b6e-4912-8735-15521bc314e6,removal,Sorcery
Puncturing Light,Destroy target attacking or blocking creature with power 3 or less.,15e71226-feb0-4870-a3ea-d8604ca5b3dc,removal,Instant
Purge,Destroy target artifact creature or black creature. It can't be regenerated.,d06f0f7c-0270-44be-991a-a5ebbddb0900,removal,Instant
Pus Kami,"{B}, Sacrifice Pus Kami: Destroy target nonblack creature.
Soulshift 6 (When this creature dies, you may return target Spirit card with converted mana cost 6 or less from your graveyard to your hand.)",9b2471d4-2821-4220-becc-94bebfdc456f,removal,Creature — Spirit
Putrefy,Destroy target artifact or creature. It can't be regenerated.,9b271430-f53d-42d6-a547-2f286dd9bcb6,removal,Instant
Pyramids,"{2}: Choose one —
• Destroy target Aura attached to a land.
• The next time target land would be destroyed this turn, remove all damage marked on it instead.",da2f0d16-3cb4-492d-8535-52a31dbae95e,removal,Artifact
Pyroblast,"Choose one —
• Counter target spell if it's blue.
• Destroy target permanent if it's blue.",ecc435e2-deb1-420a-a79f-01dd08747314,removal,Instant
Qasali Pridemage,"Exalted (Whenever a creature you control attacks alone, that creature gets +1/+1 until end of turn.)
{1}, Sacrifice Qasali Pridemage: Destroy target artifact or enchantment.",10821e37-8a83-4d8e-a12f-249a10933a22,removal,Creature — Cat Wizard
Qasali Slingers,"Reach
Whenever Qasali Slingers or another Cat enters the battlefield under your control, you may destroy target artifact or enchantment.",f763d118-3183-4604-a50c-7c3933e2185e,removal,Creature — Cat Warrior
Quagmire Druid,"{G}, {T}, Sacrifice a creature: Destroy target enchantment.",560e1e81-6675-4d08-8e82-cdf1abd4b3d0,removal,Creature — Zombie Druid
Quag Sickness,"Enchant creature
Enchanted creature gets -1/-1 for each Swamp you control.",c7f2c629-0d3a-4556-951e-6bc5d74fd7bc,removal,Enchantment — Aura
Quarantine Field,"Quarantine Field enters the battlefield with X isolation counters on it.
When Quarantine Field enters the battlefield, for each isolation counter on it, exile up to one target nonland permanent an opponent controls until Quarantine Field leaves the battlefield.",f8b07b1a-f9fb-427d-a5c8-b65a01f7b079,removal,Enchantment
Quarry Colossus,"When Quarry Colossus enters the battlefield, put target creature into its owner's library just beneath the top X cards of that library, where X is the number of Plains you control.",ad5e2208-df68-4119-b225-a7c133b70359,removal,Creature — Giant
Quicksand,"{T}: Add {C}.
{T}, Sacrifice Quicksand: Target attacking creature without flying gets -1/-2 until end of turn.",ef2bb4fa-f292-4d19-aaa4-cfbe445caf45,removal,Land
Quiet Disrepair,"Enchant artifact or enchantment
At the beginning of your upkeep, choose one —
• Destroy enchanted permanent.
• You gain 2 life.",311666bf-705b-4f78-a0b3-0d5bf46db205,removal,Enchantment — Aura
Quiet Purity,Destroy target enchantment.,3f16dc14-3d3f-4ffa-90bc-9abc67db75cf,removal,Instant — Arcane
Quillmane Baku,"Whenever you cast a Spirit or Arcane spell, you may put a ki counter on Quillmane Baku.
{1}, {T}, Remove X ki counters from Quillmane Baku: Return target creature with converted mana cost X or less to its owner's hand.",736168bb-0a5c-4b29-9f82-1319cd112873,removal,Creature — Spirit
Rabid Bite,Target creature you control deals damage equal to its power to target creature you don't control.,6d5dc34b-3eea-4b77-8db7-94bc30b14c4c,removal,Sorcery
Rack and Ruin,Destroy two target artifacts.,e04552f4-41c1-40f3-996e-de796c9967e4,removal,Instant
Radiant Purge,Exile target multicolored creature or multicolored enchantment.,b61718ad-7102-4ed2-b884-733bc46df715,removal,Instant
Radiant's Judgment,"Destroy target creature with power 4 or greater.
Cycling {2} ({2}, Discard this card: Draw a card.)",85fd04e9-b39c-4ce0-97a1-58f9670a298f,removal,Instant
Ragefire,Ragefire deals 3 damage to target creature.,91b8c0bc-2599-4423-a23f-5dc95b23cf25,removal,Sorcery
Rage of Purphoros,Rage of Purphoros deals 4 damage to target creature. It can't be regenerated this turn. Scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),d6667a93-c706-451f-a83d-ffe5b9b9e53e,removal,Sorcery
Rain of Rust,"Choose one —
• Destroy target artifact.
• Destroy target land.
Entwine {3}{R} (Choose both if you pay the entwine cost.)",074e467e-f574-4b44-b5a3-798b592a5a87,removal,Instant
Rain of Tears,Destroy target land.,72cecab3-519e-4a23-9623-b423a5c5a251,removal,Sorcery
Rain of Thorns,"Choose one or more —
• Destroy target artifact.
• Destroy target enchantment.
• Destroy target land.",363b0504-27bf-40df-96ec-9e3cb1e47588,removal,Sorcery
Rakdos Charm,"Choose one —
• Exile all cards from target player's graveyard.
• Destroy target artifact.
• Each creature deals 1 damage to its controller.",5e62b51d-faec-4aa0-9504-cf2c282d08ea,removal,Instant
Ramses Overdark,{T}: Destroy target enchanted creature.,6c9a9071-8159-4607-9465-de796f1dc2cc,removal,Legendary Creature — Human Assassin
Rapid Hybridization,Destroy target creature. It can't be regenerated. That creature's controller creates a 3/3 green Frog Lizard creature token.,06692cd9-ac2f-4a32-8fd1-043ba3c0fe71,removal,Instant
Rashida Scalebane,{T}: Destroy target attacking or blocking Dragon. It can't be regenerated. You gain life equal to its power.,4aff0f09-0607-41b7-8f60-4ef35ff6183e,removal,Legendary Creature — Human Soldier
Rats of Rath,"{B}: Destroy target artifact, creature, or land you control.",75458175-eeb1-4a6b-93d9-c744c93b3759,removal,Creature — Rat
Ravaging Blaze,"Ravaging Blaze deals X damage to target creature.
Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard, Ravaging Blaze also deals X damage to that creature's controller.",a41760a2-d359-4581-b8d3-c1b572ac15c2,removal,Instant
Ravaging Horde,"When Ravaging Horde enters the battlefield, destroy target land.",b775b83c-0c3d-437d-9d3c-1d5c9cd418a8,removal,Creature — Human Soldier
Ravenous Baboons,"When Ravenous Baboons enters the battlefield, destroy target nonbasic land.",1d9bd0a5-3ba0-44e5-9cb3-966f6b9dc14a,removal,Creature — Monkey
Ray of Dissolution,Destroy target enchantment. You gain 3 life.,509bfcbc-a59a-47c8-be78-29823fc010e3,removal,Instant
Ray of Distortion,"Destroy target artifact or enchantment.
Flashback {4}{W}{W} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",1c838441-4713-49dd-97e6-4fb7155c36c8,removal,Instant
Ray of Revelation,"Destroy target enchantment.
Flashback {G} (You may cast this card from your graveyard for its flashback cost. Then exile it.)",4620bfa8-7198-44ae-a162-51a19ca0f555,removal,Instant
Raze,"As an additional cost to cast this spell, sacrifice a land.
Destroy target land.",02fde433-955d-49df-bd72-270b6feac9e7,removal,Sorcery
Razing Snidd,"When Razing Snidd enters the battlefield, return a black or red creature you control to its owner's hand.
When Razing Snidd enters the battlefield, each player sacrifices a land.",bbcd2045-cf51-4346-a561-ebae8ffdc181,removal,Creature — Beast
Razorfin Abolisher,"{1}{U}, {T}: Return target creature with a counter on it to its owner's hand.",38a2ded4-77c5-4d2b-b411-7dca8108aa02,removal,Creature — Merfolk Wizard
Reach of Shadows,Destroy target creature that's one or more colors.,e01382e0-a685-41c4-9ab6-727ffdbf2e0a,removal,Instant
Reality Acid,"Enchant permanent
Vanishing 3 (This Aura enters the battlefield with three time counters on it. At the beginning of your upkeep, remove a time counter from it. When the last is removed, sacrifice it.)
When Reality Acid leaves the battlefield, enchanted permanent's controller sacrifices it.",232c297d-71b6-429f-99df-39a11dbcea40,removal,Enchantment — Aura
